01555000 PENNS CREEK AT PENNS CREEK, PA.  [PENNSC]        02050301      301 DE  0 PA PA 119 405200N 0770255W  506.72   0
01555500 EAST MAHANTANGO CREEK NEAR DALMATIA, PA.         02050301      162 DE  0 PA PA 097 403640N 0765444W  401.22   0
01556000 FRANKSTOWN BR JUNIATA RIVER AT WILLIAMSBURG, PA. 02050302      291 ME  3 PA PA 013 402747N 0781200W  831.78   0
01558000 LITTLE JUNIATA RIVER AT SPRUCE CREEK, PA.        02050302      220 DE  0 PA PA 061 403645N 0780827W  751.15   0
01560000 DUNNING CREEK AT BELDEN, PA.  [BELDEN]           02050303      172 DE  0 PA PA 009 400418N 0782934W 1051.16   0
01562000 RAYSTOWN BRANCH JUNIATA RIVER AT SAXTON, PA.  [] 02050303      756 DE  0 PA PA 009 401257N 0781556W  795.77   0
01564500 AUGHWICK CREEK NEAR THREE SPRINGS, PA.           02050304      205 DE  0 PA PA 061 401245N 0775532W  618.65   0
01567000 JUNIATA RIVER AT NEWPORT, PA.  [NEWPRT]          02050304     3354 DP  2 PA PA 099 402842N 0770746W  363.93   0
01568000 SHERMAN CREEK AT SHERMANS DALE, PA.  [SHRMNS]    02050305      200 DE  0 PA PA 099 401924N 0771009W  422.63   0
01570500 SUSQUEHANNA RIVER AT HARRISBURG, PA.  [HBG]      02050305    24100 NN  1 PA PA 043 401517N 0765311W  290.01   0  C
01574000 WEST CONEWAGO CREEK NEAR MANCHESTER, PA. [MNCHST 02050306      510 DP  2 PA PA 133 400456N 0764313W  263.68   0
01580000 DEER C AT ROCKS, MD                              02050306     94.4 DE  0 MD MD 025 393749N 0762413W  250.40   0
01582000 LITTLE FALLS AT BLUE MOUNT, MD                   02060003     52.9 DE  0 MD MD 005 393616N 0763716W  305.00   0
01583000 SLADE RN NR GLYNDON, MD                          02060003     2.09 DE  0 MD MD 005 392940N 0764745W  425.25   0
01583500 WESTERN RN AT WESTERN RUN, MD                    02060003     59.8 DE  0 MD MD 005 393038N 0764037W  262.78   0
01586500 NB PATAPSCO R NR REISTERSTOWN, MD                02060003     91.0 DE  3 MD MD 005 392631N 0765314W  344.35   0
01590000 NORTH R NR ANNAPOLIS, MD                         02060004     8.50 DE  0 MD MD 003 385909N 0763721W    6.73   0
01591000 PATUXENT R NR UNITY, MD                          02060006     34.8 DE  0 MD MD 031 391418N 0770323W  364.76   0
01595000 NB POTOMAC R AT STEYER, MD                       02070002     73.0 DE  0 MD MD 023 391807N 0791826W 2276.01   0
01597000 CRABTREE C NR SWANTON, MD                        02070002     16.7 DE  0 MD MD 023 393000N 0790935W 1529.06   0
01599000 GEORGES C AT FRANKLIN, MD                        02070002     72.4 DP  2 MD MD 001 392938N 0790242W  958.96   0
01601500 WILLS C NR CUMBERLAND, MD                        02070002      247 DE  0 MD MD 001 394007N 0784718W  640.89   0
01603500 EVITTS C NR CENTERVILLE, PA                      02070002     30.2 DE  0 MD PA 009 394723N 0783848W 1027.59   0
01604500 PATTERSON CREEK NEAR HEADSVILLE, WV              02070002      219 DE  0 WV WV 057 392635N 0784920W  624.90   0
01608500 SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV  02070001     1471 DE  0 WV WV 027 392649N 0783916W  562.02   0
01610000 POTOMAC R AT PAW PAW, WV                         02070003     3109 MP  5 MD MD 001 393213N 0782728W  487.88   0  C
01611500 CACAPON RIVER NEAR GREAT CACAPON, WV             02070003      677 DE  0 WV WV 065 393443N 0781834W  456.78   0
01613000 POTOMAC R AT HANCOCK, MD                         02070004     4073 DE  4 MD MD 043 394149N 0781039W  383.68   0
01614000 BACK CREEK NEAR JONES SPRINGS, WV                02070004      243 DE  0 WV WV 003 393043N 0780215W  416.42   0
